name,score,pattern
atit,92.0,VCVC
aton,92.0,VCVC
ator,92.0,VCVC
cese,92.0,CVCV
citi,92.0,CVCV
edan,92.0,VCVC
eden,92.0,VCVC
eder,92.0,VCVC
edes,92.0,VCVC
edin,92.0,VCVC
edon,92.0,VCVC
ehen,92.0,VCVC
eher,92.0,VCVC
ehes,92.0,VCVC
enan,92.0,VCVC
enat,92.0,VCVC
enen,92.0,VCVC
ener,92.0,VCVC
enes,92.0,VCVC
enin,92.0,VCVC
enon,92.0,VCVC
enor,92.0,VCVC
eral,92.0,VCVC
eran,92.0,VCVC
erar,92.0,VCVC
erat,92.0,VCVC
erel,92.0,VCVC
erem,92.0,VCVC
eren,92.0,VCVC
erer,92.0,VCVC
eres,92.0,VCVC
eret,92.0,VCVC
erin,92.0,VCVC
eris,92.0,VCVC
erit,92.0,VCVC
eron,92.0,VCVC
eror,92.0,VCVC
esan,92.0,VCVC
esat,92.0,VCVC
esen,92.0,VCVC
eser,92.0,VCVC
eses,92.0,VCVC
esin,92.0,VCVC
eson,92.0,VCVC
eter,92.0,VCVC
etin,92.0,VCVC
gite,92.0,CVCV
ihen,92.0,VCVC
iher,92.0,VCVC
ihes,92.0,VCVC
inal,92.0,VCVC
inan,92.0,VCVC
inar,92.0,VCVC
inat,92.0,VCVC
inen,92.0,VCVC
iner,92.0,VCVC
ines,92.0,VCVC
inin,92.0,VCVC
inis,92.0,VCVC
init,92.0,VCVC
inon,92.0,VCVC
inor,92.0,VCVC
iren,92.0,VCVC
irer,92.0,VCVC
ires,92.0,VCVC
isan,92.0,VCVC
isen,92.0,VCVC
iser,92.0,VCVC
ises,92.0,VCVC
isin,92.0,VCVC
itan,92.0,VCVC
iten,92.0,VCVC
iter,92.0,VCVC
ites,92.0,VCVC
itin,92.0,VCVC
itis,92.0,VCVC
itit,92.0,VCVC
iton,92.0,VCVC
itor,92.0,VCVC
kite,92.0,CVCV
ofan,92.0,VCVC
ofer,92.0,VCVC
ofin,92.0,VCVC
ofon,92.0,VCVC
ohen,92.0,VCVC
oher,92.0,VCVC
ohes,92.0,VCVC
onan,92.0,VCVC
onat,92.0,VCVC
onen,92.0,VCVC
oner,92.0,VCVC
ones,92.0,VCVC
onin,92.0,VCVC
onon,92.0,VCVC
onor,92.0,VCVC
oran,92.0,VCVC
orat,92.0,VCVC
orel,92.0,VCVC
orem,92.0,VCVC
oren,92.0,VCVC
orer,92.0,VCVC
ores,92.0,VCVC
oret,92.0,VCVC
orin,92.0,VCVC
oris,92.0,VCVC
oron,92.0,VCVC
oror,92.0,VCVC
oter,92.0,VCVC
otin,92.0,VCVC
piti,92.0,CVCV
rele,92.0,CVCV
rine,92.0,CVCV
rito,92.0,CVCV
seno,92.0,CVCV
titu,92.0,CVCV
tonu,92.0,CVCV
uhen,92.0,VCVC
uher,92.0,VCVC
uhes,92.0,VCVC
uren,92.0,VCVC
urer,92.0,VCVC
ures,92.0,VCVC
uter,92.0,VCVC
utin,92.0,VCVC
anar,91.8,VCVC
bite,91.8,CVCV
edat,91.8,VCVC
ison,91.8,VCVC
lehe,91.8,CVCV
ofat,91.8,VCVC
sena,91.8,CVCV
vite,91.8,CVCV
wite,91.8,CVCV
bese,91.6,CVCV
cone,91.6,CVCV
hise,91.6,CVCV
lene,91.6,CVCV
neri,91.6,CVCV
onis,91.6,VCVC
orit,91.6,VCVC
seni,91.6,CVCV
tedu,91.6,CVCV
esor,91.4,VCVC
heve,91.4,CVCV
itat,91.4,VCVC
jite,91.4,CVCV
ofen,91.4,VCVC
sesi,91.4,CVCV
vehe,91.4,CVCV
ceri,91.2,CVCV
nero,91.2,CVCV
rise,91.2,CVCV
vene,91.2,CVCV
yite,91.2,CVCV
eras,91.2,VCVC
isat,91.2,VCVC
onit,91.2,VCVC
alat,91.0,VCVC
alon,91.0,VCVC
atal,91.0,VCVC
cohe,91.0,CVCV
heal,91.0,CVVC
hean,91.0,CVVC
hear,91.0,CVVC
heas,91.0,CVVC
heat,91.0,CVVC
heco,91.0,CVCV
hein,91.0,CVVC
heis,91.0,CVVC
heit,91.0,CVVC
heon,91.0,CVVC
heor,91.0,CVVC
onal,91.0,VCVC
real,91.0,CVVC
rean,91.0,CVVC
rear,91.0,CVVC
reat,91.0,CVVC
rein,91.0,CVVC
reon,91.0,CVVC
reor,91.0,CVVC
tean,91.0,CVVC
teat,91.0,CVVC
tein,91.0,CVVC
tian,91.0,CVVC
tiat,91.0,CVVC
tier,91.0,CVVC
tion,91.0,CVVC
tior,91.0,CVVC
atem,90.8,VCVC
atet,90.8,VCVC
beri,90.8,CVCV
cero,90.8,CVCV
cite,90.8,CVCV
enis,90.8,VCVC
gese,90.8,CVCV
hino,90.8,CVCV
line,90.8,CVCV
lito,90.8,CVCV
nera,90.8,CVCV
pese,90.8,CVCV
pite,90.8,CVCV
asin,90.6,VCVC
atar,90.6,VCVC
esis,90.6,VCVC
heli,90.6,CVCV
heme,90.6,CVCV
hina,90.6,CVCV
mehe,90.6,CVCV
onar,90.6,VCVC
sean,90.6,CVVC
seso,90.6,CVCV
tien,90.6,CVVC
aror,90.4,VCVC
bero,90.4,CVCV
cera,90.4,CVCV
enit,90.4,VCVC
eten,90.4,VCVC
hini,90.4,CVCV
lede,90.4,CVCV
leru,90.4,CVCV
mene,90.4,CVCV
oral,90.4,VCVC
oten,90.4,VCVC
rane,90.4,CVCV
rino,90.4,CVCV
sesa,90.4,CVCV
tofo,90.4,CVCV
toti,90.4,CVCV
uten,90.4,VCVC
dehe,90.2,CVCV
enal,90.2,VCVC
esit,90.2,VCVC
fese,90.2,CVCV
ofes,90.2,VCVC
rina,90.2,CVCV
sine,90.2,CVCV
sito,90.2,CVCV
tofa,90.2,CVCV
tofe,90.2,CVCV
tofi,90.2,CVCV
teon,90.2,CVVC
atom,90.0,VCVC
bera,90.0,CVCV
cono,90.0,CVCV
cori,90.0,CVCV
dene,90.0,CVCV
geri,90.0,CVCV
kese,90.0,CVCV
leno,90.0,CVCV
lise,90.0,CVCV
ofor,90.0,VCVC
orar,90.0,VCVC
peri,90.0,CVCV
rini,90.0,CVCV
senu,90.0,CVCV
tico,90.0,CVCV
tofu,90.0,CVCV
vede,90.0,CVCV
veru,90.0,CVCV
cona,89.8,CVCV
enar,89.8,VCVC
hehi,89.8,CVCV
hihe,89.8,CVCV
inas,89.8,VCVC
lena,89.8,CVCV
reis,89.8,CVVC
wese,89.8,CVCV
arem,89.6,VCVC
aret,89.6,VCVC
coni,89.6,CVCV
coro,89.6,CVCV
edor,89.6,VCVC
gero,89.6,CVCV
hela,89.6,CVCV
jese,89.6,CVCV
leni,89.6,CVCV
mane,89.6,CVCV
pero,89.6,CVCV
rone,89.6,CVCV
toru,89.6,CVCV
veno,89.6,CVCV
dine,89.4,CVCV
dito,89.4,CVCV
feri,89.4,CVCV
isor,89.4,VCVC
lesi,89.4,CVCV
reas,89.4,CVVC
reit,89.4,CVVC
rihe,89.4,CVCV
sise,89.4,CVCV
ties,89.4,CVVC
vena,89.4,CVCV
yese,89.4,CVCV
aris,89.2,VCVC
cane,89.2,CVCV
cora,89.2,CVCV
etes,89.2,VCVC
gera,89.2,CVCV
helo,89.2,CVCV
itel,89.2,VCVC
keri,89.2,CVCV
lino,89.2,CVCV
mede,89.2,CVCV
meru,89.2,CVCV
mine,89.2,CVCV
mito,89.2,CVCV
nine,89.2,CVCV
nito,89.2,CVCV
otes,89.2,VCVC
pera,89.2,CVCV
reve,89.2,CVCV
seti,89.2,CVCV
teto,89.2,CVCV
tote,89.2,CVCV
utes,89.2,VCVC
veni,89.2,CVCV
anas,89.0,VCVC
fero,89.0,CVCV
fine,89.0,CVCV
fito,89.0,CVCV
hedr,89.0,CVCC
hens,89.0,CVCC
hent,89.0,CVCC
herl,89.0,CVCC
herm,89.0,CVCC
hern,89.0,CVCC
hers,89.0,CVCC
hert,89.0,CVCC
hesl,89.0,CVCC
hesm,89.0,CVCC
hesn,89.0,CVCC
hest,89.0,CVCC
hion,89.0,CVVC
lane,89.0,CVCV
lest,89.0,CVCC
lina,89.0,CVCV
mest,89.0,CVCC
qati,89.0,CVCV
qere,89.0,CVCV
qore,89.0,CVCV
redr,89.0,CVCC
rens,89.0,CVCC
rent,89.0,CVCC
rerl,89.0,CVCC
rerm,89.0,CVCC
rern,89.0,CVCC
rers,89.0,CVCC
rert,89.0,CVCC
resl,89.0,CVCC
resm,89.0,CVCC
resn,89.0,CVCC
rest,89.0,CVCC
rohe,89.0,CVCV
seat,89.0,CVVC
seda,89.0,CVCV
sedi,89.0,CVCV
sest,89.0,CVCC
tane,89.0,CVCV
teal,89.0,CVVC
tens,89.0,CVCC
tent,89.0,CVCC
terl,89.0,CVCC
term,89.0,CVCC
tern,89.0,CVCC
ters,89.0,CVCC
tert,89.0,CVCC
test,89.0,CVCC
tins,89.0,CVCC
tint,89.0,CVCC
tist,89.0,CVCC
toin,89.0,CVVC
vesi,89.0,CVCV
vest,89.0,CVCC
weri,89.0,CVCV
xati,89.0,CVCV
xere,89.0,CVCV
xore,89.0,CVCV
zati,89.0,CVCV
zere,89.0,CVCV
zore,89.0,CVCV
arit,88.8,VCVC
asan,88.8,VCVC
dede,88.8,CVCV
deru,88.8,CVCV
eler,88.8,VCVC
esal,88.8,VCVC
gine,88.8,CVCV
gito,88.8,CVCV
hane,88.8,CVCV
hinu,88.8,CVCV
jeri,88.8,CVCV
kero,88.8,CVCV
kine,88.8,CVCV
kito,88.8,CVCV
lini,88.8,CVCV
meno,88.8,CVCV
rano,88.8,CVCV
reco,88.8,CVCV
sedo,88.8,CVCV
sesu,88.8,CVCV
alor,88.6,VCVC
bine,88.6,CVCV
bito,88.6,CVCV
dane,88.6,CVCV
dest,88.6,CVCC
dise,88.6,CVCV
fera,88.6,CVCV
isis,88.6,VCVC
lean,88.6,CVVC
leso,88.6,CVCV
mena,88.6,CVCV
nane,88.6,CVCV
nehe,88.6,CVCV
rahe,88.6,CVCV
rana,88.6,CVCV
rion,88.6,CVVC
sino,88.6,CVCV
tear,88.6,CVVC
toer,88.6,CVVC
vine,88.6,CVCV
vito,88.6,CVCV
wero,88.6,CVCV
wine,88.6,CVCV
wito,88.6,CVCV
yeri,88.6,CVCV
alis,88.4,VCVC
deno,88.4,CVCV
esar,88.4,VCVC
etis,88.4,VCVC
jero,88.4,CVCV
kera,88.4,CVCV
lesa,88.4,CVCV
meni,88.4,CVCV
mise,88.4,CVCV
nene,88.4,CVCV
nise,88.4,CVCV
oser,88.4,VCVC
otis,88.4,VCVC
pane,88.4,CVCV
rani,88.4,CVCV
reli,88.4,CVCV
reme,88.4,CVCV
rinu,88.4,CVCV
sane,88.4,CVCV
sina,88.4,CVCV
tele,88.4,CVCV
user,88.4,VCVC
utis,88.4,VCVC
cehe,88.2,CVCV
dena,88.2,CVCV
edis,88.2,VCVC
fane,88.2,CVCV
fise,88.2,CVCV
hece,88.2,CVCV
isit,88.2,VCVC
jine,88.2,CVCV
jito,88.2,CVCV
lihe,88.2,CVCV
mesi,88.2,CVCV
ofis,88.2,VCVC
sini,88.2,CVCV
toan,88.2,CVVC
vean,88.2,CVVC
veso,88.2,CVCV
wera,88.2,CVCV
yero,88.2,CVCV
zate,88.2,CVCV
alit,88.0,VCVC
ante,88.0,VCCV
anti,88.0,VCCV
aste,88.0,VCCV
asti,88.0,VCCV
atha,88.0,VCCV
athe,88.0,VCCV
athi,88.0,VCCV
atho,88.0,VCCV
athu,88.0,VCCV
atre,88.0,VCCV
cene,88.0,CVCV
conu,88.0,CVCV
deni,88.0,CVCV
edre,88.0,VCCV
ente,88.0,VCCV
enti,88.0,VCCV
erte,88.0,VCCV
erti,88.0,VCCV
eshe,88.0,VCCV
este,88.0,VCCV
esti,88.0,VCCV
esto,88.0,VCCV
ethe,88.0,VCCV
etit,88.0,VCVC
eton,88.0,VCVC
gane,88.0,CVCV
gise,88.0,CVCV
inte,88.0,VCCV
inti,88.0,VCCV
ishe,88.0,VCCV
iste,88.0,VCCV
isti,88.0,VCCV
isto,88.0,VCCV
itha,88.0,VCCV
ithe,88.0,VCCV
ithi,88.0,VCCV
itho,88.0,VCCV
ithu,88.0,VCCV
itil,88.0,VCVC
itim,88.0,VCVC
itir,88.0,VCVC
itre,88.0,VCCV
jera,88.0,CVCV
kane,88.0,CVCV
kise,88.0,CVCV
lenu,88.0,CVCV
mano,88.0,CVCV
ofre,88.0,VCCV
onte,88.0,VCCV
onti,88.0,VCCV
othe,88.0,VCCV
otit,88.0,VCVC
oton,88.0,VCVC
rono,88.0,CVCV
rori,88.0,CVCV
sete,88.0,CVCV
uthe,88.0,VCCV
utit,88.0,VCVC
uton,88.0,VCVC
vesa,88.0,CVCV
xate,88.0,CVCV
yine,88.0,CVCV
yito,88.0,CVCV
ason,87.8,VCVC
atas,87.8,VCVC
bane,87.8,CVCV
behe,87.8,CVCV
bise,87.8,CVCV
desi,87.8,CVCV
dino,87.8,CVCV
edit,87.8,VCVC
hebe,87.8,CVCV
hema,87.8,CVCV
mahe,87.8,CVCV
mana,87.8,CVCV
ofit,87.8,VCVC
onas,87.8,VCVC
qate,87.8,CVCV
rona,87.8,CVCV
sein,87.8,CVVC
teor,87.8,CVVC
vane,87.8,CVCV
vise,87.8,CVCV
wane,87.8,CVCV
wise,87.8,CVCV
yera,87.8,CVCV
aral,87.6,VCVC
atol,87.6,VCVC
atos,87.6,VCVC
atot,87.6,VCVC
bene,87.6,CVCV
cano,87.6,CVCV
cine,87.6,CVCV
cito,87.6,CVCV
dina,87.6,CVCV
hire,87.6,CVCV
hone,87.6,CVCV
icon,87.6,VCVC
into,87.6,VCCV
jane,87.6,CVCV
mani,87.6,CVCV
mino,87.6,CVCV
nino,87.6,CVCV
none,87.6,CVCV
omer,87.6,VCVC
pine,87.6,CVCV
pito,87.6,CVCV
rale,87.6,CVCV
rehi,87.6,CVCV
roni,87.6,CVCV
roro,87.6,CVCV
sihe,87.6,CVCV
venu,87.6,CVCV
cahe,87.4,CVCV
cana,87.4,CVCV
dini,87.4,CVCV
edal,87.4,VCVC
fino,87.4,CVCV
heca,87.4,CVCV
helu,87.4,CVCV
jise,87.4,CVCV
lano,87.4,CVCV
lion,87.4,CVVC
lone,87.4,CVCV
mean,87.4,CVVC
meso,87.4,CVCV
mina,87.4,CVCV
nina,87.4,CVCV
ofal,87.4,VCVC
orti,87.4,VCCV
rata,87.4,CVCV
rela,87.4,CVCV
sone,87.4,CVCV
tano,87.4,CVCV
yane,87.4,CVCV
arar,87.2,VCVC
asat,87.2,VCVC
cani,87.2,CVCV
done,87.2,CVCV
esel,87.2,VCVC
fina,87.2,CVCV
fone,87.2,CVCV
gino,87.2,CVCV
hano,87.2,CVCV
heta,87.2,CVCV
kino,87.2,CVCV
lahe,87.2,CVCV
lana,87.2,CVCV
leti,87.2,CVCV
linu,87.2,CVCV
mesa,87.2,CVCV
mini,87.2,CVCV
mone,87.2,CVCV
nede,87.2,CVCV
neru,87.2,CVCV
nini,87.2,CVCV
oras,87.2,VCVC
rire,87.2,CVCV
rora,87.2,CVCV
sedu,87.2,CVCV
tahe,87.2,CVCV
tana,87.2,CVCV
tesl,87.2,CVCC
tice,87.2,CVCV
tile,87.2,CVCV
yise,87.2,CVCV
inge,87.2,VCCV
ahed,87.0,VCVC
aled,87.0,VCVC
aned,87.0,VCVC
anof,87.0,VCVC
ared,87.0,VCVC
ated,87.0,VCVC
atib,87.0,VCVC
atic,87.0,VCVC
atid,87.0,VCVC
atif,87.0,VCVC
atig,87.0,VCVC
atih,87.0,VCVC
atij,87.0,VCVC
atik,87.0,VCVC
atip,87.0,VCVC
ativ,87.0,VCVC
atiw,87.0,VCVC
atiy,87.0,VCVC
atof,87.0,VCVC
bino,87.0,CVCV
bren,87.0,CCVC
brer,87.0,CCVC
bres,87.0,CCVC
chen,87.0,CCVC
cher,87.0,CCVC
ches,87.0,CCVC
cren,87.0,CCVC
crer,87.0,CCVC
cres,87.0,CCVC
cter,87.0,CCVC
ctin,87.0,CCVC
dano,87.0,CVCV
dean,87.0,CVVC
deso,87.0,CVCV
dren,87.0,CCVC
drer,87.0,CCVC
dres,87.0,CCVC
edar,87.0,VCVC
eded,87.0,VCVC
ehed,87.0,VCVC
enas,87.0,VCVC
ened,87.0,VCVC
enof,87.0,VCVC
ereb,87.0,VCVC
erec,87.0,VCVC
ered,87.0,VCVC
eref,87.0,VCVC
ereg,87.0,VCVC
ereh,87.0,VCVC
erej,87.0,VCVC
erek,87.0,VCVC
erep,87.0,VCVC
erev,87.0,VCVC
erew,87.0,VCVC
erey,87.0,VCVC
erof,87.0,VCVC
erto,87.0,VCCV
esed,87.0,VCVC
fini,87.0,CVCV
fren,87.0,CCVC
frer,87.0,CCVC
fres,87.0,CCVC
fter,87.0,CCVC
ftin,87.0,CCVC
gehe,87.0,CVCV
ghen,87.0,CCVC
gher,87.0,CCVC
ghes,87.0,CCVC
gina,87.0,CVCV
gren,87.0,CCVC
grer,87.0,CCVC
gres,87.0,CCVC
hahe,87.0,CVCV
hana,87.0,CVCV
heen,87.0,CVVC
heer,87.0,CVVC
hees,87.0,CVVC
hege,87.0,CVCV
heha,87.0,CVCV
heho,87.0,CVCV
hepe,87.0,CVCV
hohe,87.0,CVCV
ihed,87.0,VCVC
ined,87.0,VCVC
inof,87.0,VCVC
ised,87.0,VCVC
ital,87.0,VCVC
ited,87.0,VCVC
itof,87.0,VCVC
kina,87.0,CVCV
lani,87.0,CVCV
leat,87.0,CVVC
leda,87.0,CVCV
ledi,87.0,CVCV
lter,87.0,CCVC
ltin,87.0,CCVC
nano,87.0,CVCV
nest,87.0,CVCC
nohe,87.0,CVCV
nten,87.0,CCVC
nter,87.0,CCVC
ntin,87.0,CCVC
ofar,87.0,VCVC
ohed,87.0,VCVC
oned,87.0,VCVC
onof,87.0,VCVC
oreb,87.0,VCVC
orec,87.0,VCVC
ored,87.0,VCVC
oref,87.0,VCVC
oreg,87.0,VCVC
oreh,87.0,VCVC
orej,87.0,VCVC
orek,87.0,VCVC
orep,87.0,VCVC
orev,87.0,VCVC
orew,87.0,VCVC
orey,87.0,VCVC
orof,87.0,VCVC
pehe,87.0,CVCV
phen,87.0,CCVC
pher,87.0,CCVC
phes,87.0,CCVC
pren,87.0,CCVC
prer,87.0,CCVC
pres,87.0,CCVC
pter,87.0,CCVC
ptin,87.0,CCVC
reen,87.0,CVVC
reer,87.0,CVVC
rees,87.0,CVVC
relo,87.0,CVCV
rter,87.0,CCVC
rtin,87.0,CCVC
shen,87.0,CCVC
sher,87.0,CCVC
shes,87.0,CCVC
sten,87.0,CCVC
ster,87.0,CCVC
stes,87.0,CCVC
stin,87.0,CCVC
stis,87.0,CCVC
stit,87.0,CCVC
ston,87.0,CCVC
stor,87.0,CCVC
tani,87.0,CVCV
teer,87.0,CVVC
tesm,87.0,CVCC
tesn,87.0,CVCC
thal,87.0,CCVC
than,87.0,CCVC
thar,87.0,CCVC
thas,87.0,CCVC
that,87.0,CCVC
thel,87.0,CCVC
them,87.0,CCVC
then,87.0,CCVC
ther,87.0,CCVC
thes,87.0,CCVC
thet,87.0,CCVC
thin,87.0,CCVC
this,87.0,CCVC
thit,87.0,CCVC
thon,87.0,CCVC
thor,87.0,CCVC
tiin,87.0,CVVC
tons,87.0,CVCC
tren,87.0,CCVC
trer,87.0,CCVC
tres,87.0,CCVC
uhed,87.0,VCVC
ured,87.0,VCVC
vino,87.0,CVCV
when,87.0,CCVC
wher,87.0,CCVC
whes,87.0,CCVC
wino,87.0,CVCV
wren,87.0,CCVC
wrer,87.0,CCVC
wres,87.0,CCVC
zare,87.0,CVCV
anto,86.8,VCCV
ashe,86.8,VCCV
bina,86.8,CVCV
cede,86.8,CVCV
ceru,86.8,CVCV
cise,86.8,CVCV
dahe,86.8,CVCV
dana,86.8,CVCV
desa,86.8,CVCV
dihe,86.8,CVCV
gene,86.8,CVCV
gini,86.8,CVCV
gone,86.8,CVCV
hani,86.8,CVCV
inse,86.8,VCCV
isal,86.8,VCVC
item,86.8,VCVC
itet,86.8,VCVC
kini,86.8,CVCV
ledo,86.8,CVCV
lesu,86.8,CVCV
lohe,86.8,CVCV
male,86.8,CVCV
menu,86.8,CVCV
nahe,86.8,CVCV
nana,86.8,CVCV
neno,86.8,CVCV
pano,86.8,CVCV
pene,86.8,CVCV
pise,86.8,CVCV
ranu,86.8,CVCV
rten,86.8,CCVC
sano,86.8,CVCV
sert,86.8,CVCC
sion,86.8,CVVC
sohe,86.8,CVCV
stan,86.8,CCVC
tive,86.8,CVCV
urin,86.8,VCVC
veti,86.8,CVCV
vina,86.8,CVCV
wina,86.8,CVCV
xare,86.8,CVCV
alal,86.6,VCVC
bini,86.6,CVCV
bone,86.6,CVCV
cest,86.6,CVCC
